Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
TKM,5430.644478,5207.036105,4400.159186,4445.553936,3659.800525,3391.090331,3616.223938,3208.494547,3429.030584,4003.354,4270.157021,4508.155303,4544.457627,4738.619533,5057.380403,5832.264407,6595.03395,7429.624045,8569.747248,9018.875159,9811.687512,11294.96808,12057.18224,12739.17958,13490.99704,13690.61411,13862.27557,14205.02651,15200.00155,16194.21262,,
TLA,6173.105248,6494.542114,6718.218127,6916.629569,7285.973922,7406.303862,7692.018914,8104.527732,8253.631803,8239.299141,8607.696247,8728.755354,8765.625792,9000.368384,9677.353361,10302.32388,11187.82696,11993.13581,12608.35603,12392.17133,13180.12585,14055.55749,14345.05836,14831.8383,15152.78324,14943.19348,15206.09609,15849.55661,16328.84845,16516.14332,15607.83271,17171.70069
TLS,,,,,,,,,,,1249.456007,1458.67556,1349.961654,1311.856643,1317.978611,1367.224725,1323.024561,1469.381757,1638.050675,1783.909529,1939.06551,2060.247771,2345.545339,2483.175269,2721.041968,2912.736381,3130.590713,3177.485137,3168.048885,3779.735417,4140.95507,4417.58414
TMN,4729.156692,5101.018054,5338.274536,5426.795299,5493.457655,5644.982611,5995.925468,6207.147887,6572.469804,6862.20318,7343.083863,7583.72449,7826.426236,7995.816939,8707.998358,9202.845285,9803.385596,10507.98839,10880.71035,11007.92009,11516.87876,11525.3421,11741.29208,11599.19282,11268.863,10595.70002,10676.66666,10978.98251,11242.43836,11413.9159,11076.03301,11846.19752
TON,2223.417228,2441.593663,2499.460156,2649.962773,2835.163564,3100.648223,3204.578027,3287.631741,3391.811612,3551.184079,3645.238466,3846.681178,4073.648835,4225.684918,4208.19166,4313.796325,4405.106747,4498.254922,4764.815271,4523.593369,4611.013003,5048.277062,5226.525662,5385.390431,5638.11335,5775.149996,6194.008836,6466.340669,6563.660366,6646.509196,6693.785641,
TSA,1266.287325,1306.536921,1383.476122,1445.562254,1532.058882,1637.616373,1745.195923,1804.33621,1887.643272,2021.538983,2111.432979,2214.378135,2287.946462,2459.734712,2670.911184,2914.121061,3181.345468,3448.981043,3571.99434,3789.654741,4063.54152,4297.575351,4628.273459,4815.497708,4994.477114,5205.508334,5589.978381,5899.629315,6349.493853,6638.476503,6297.758877,7025.02116
TSS,1796.961028,1816.989085,1805.916371,1789.789557,1798.803371,1851.29619,1931.116227,1996.119273,2016.154474,2037.949746,2102.009214,2183.794248,2292.628125,2372.578205,2529.303688,2694.180531,2868.921615,3045.532784,3179.770485,3208.093436,3344.241995,3464.69055,3453.195811,3626.755129,3788.050986,3777.614696,3805.08053,3849.819301,3950.325982,4024.566997,3894.153909,4120.999811
TTO,7052.063484,7468.609012,8358.269967,8451.844109,8897.886082,9395.438976,10222.77435,11161.03199,12185.64413,13325.49336,14530.70725,15423.05801,16832.68938,19546.43883,21556.79073,23496.95704,27293.7584,29231.68796,30662.22909,29358.97108,30532.23977,30887.9828,30084.91906,30088.48642,29727.2398,27651.72817,26374.64098,27277.87832,27616.8942,27959.52908,26125.15329,26868.09272
TUN,3816.936582,4009.922689,4325.967219,4431.804915,4580.746903,4704.174348,5054.016082,5347.167032,5597.661518,5955.284808,6314.807297,6643.648894,6782.861075,7188.078948,7781.061608,8235.424799,8852.0262,9603.778707,10095.29907,10358.55101,10683.30968,10576.05361,10731.35653,10769.9831,11024.75012,10825.1015,10993.58555,11234.49842,11670.32794,11902.86201,10878.82319,11594.72067
TUR,8531.078258,8750.568569,9330.789403,10153.75137,9649.885218,10394.45225,11130.53111,11964.03533,9102.687692,8774.347748,9628.914702,9280.253197,9401.231328,9699.923864,10979.76904,12003.84793,13748.43653,14986.14915,16182.48051,15597.99694,17542.1975,19799.11568,20772.49895,22438.71425,24090.23604,25753.39051,26512.01695,27913.81872,27960.98028,26867.47031,27235.42583,30472.37993
TUV,1645.162926,1741.851657,1811.934576,1913.488528,2140.194101,2067.014785,1975.346264,2207.808897,2577.642489,2569.785991,2589.197626,2623.508261,2883.166009,2774.353118,2742.621134,2663.067792,2778.565276,3027.270515,3260.391322,3047.257235,2984.39517,3221.95636,3177.110241,3340.645965,3364.655664,3709.714506,3912.103971,4010.050723,4127.044661,4718.773043,4791.679265,5082.446038
TZA,958.5463867,978.4557495,972.8922119,974.5570068,979.2446289,1005.624573,1042.672729,1071.772705,1098.353149,1140.992065,1189.930176,1257.40979,1330.949707,1407.893555,1510.924316,1628.262207,1738.578003,1853.434326,1940.570923,1997.795288,2088.32666,2228.696533,2099.429688,2194.884766,2243.592529,2348.443604,2479.333984,2530.603271,2652.081299,2772.928467,2779.683594,2932.626221
UGA,674.084422,711.0380419,727.4606575,780.8665708,822.1364484,907.6850314,978.456473,1016.016822,1047.127722,1114.332969,1140.705773,1189.702332,1273.129021,1339.024044,1422.531891,1511.40054,1672.48757,1804.408879,1937.064884,2017.158145,2088.850952,2259.442889,2013.880711,2014.274961,2088.407331,2128.744955,2092.475566,2074.652436,2175.55372,2275.02815,2294.147984,2397.761005
UKR,7613.644531,7171.255371,6589.552734,5784.656738,4577.827148,4136.163574,3824.486572,3808.273193,3811.875977,3894.403809,4260.276855,4789.681641,5172.960449,5824.124512,6736.79541,7214.111816,8054.040039,9004.879883,9434.435547,8093.555664,8559.929688,9246.769531,9705.358398,11111.05176,10743.58594,10164.32715,11148.19629,11860.56055,12631.65723,13345.38281,13087.30957,14219.79004
UMC,3268.995052,3397.969636,3485.470691,3659.857689,3826.533857,4011.558374,4251.129693,4523.613325,4573.163439,4766.465781,5165.005289,5430.02629,5734.336886,6149.929556,6796.322653,7523.644424,8524.263838,9527.045954,10453.68371,10758.30284,11716.50799,12757.30776,13578.42073,14309.0527,14784.62955,14858.45515,15309.98485,16118.81992,17209.92973,18017.14379,17992.6421,19976.94158
URY,6383.000023,6784.252387,7435.085365,7756.366613,8436.660536,8427.992809,8996.546895,9864.758407,10360.38578,10249.85027,10243.44932,10054.21117,9419.772222,9689.982157,10454.86147,11586.01995,12419.5558,13563.6798,14778.27902,15460.37311,16818.92257,18002.89383,18192.3297,19130.0614,20093.62407,20217.56044,22454.39483,23009.87423,23585.39404,24004.82114,22728.21533,24625.45134
USA,23888.60001,24342.2589,25418.99078,26387.29373,27694.85342,28690.8757,29967.71272,31459.13898,32853.67695,34515.39023,36329.95607,37133.62311,37997.75966,39490.27496,41724.63163,44123.40707,46302.00088,48050.22378,48570.04598,47194.94335,48650.64313,50065.9665,51784.41857,53291.12769,55123.84979,56762.72945,57866.74493,59914.7778,62805.25376,65094.79943,63027.67953,69287.53659
UZB,2658.568958,2677.256798,2375.240142,2322.239835,2204.784523,2190.812418,2225.867604,2337.506628,2426.096414,2538.566618,2658.59476,2796.062943,2916.560149,3064.139926,3341.986737,3643.700878,3987.066407,4419.361874,4832.601604,5167.211472,5469.980737,5844.807562,6061.947154,6302.647244,6494.859941,6680.184701,6796.904892,6840.70986,7252.137355,7658.27241,7746.430969,8497.448308
VCT,4119.277796,4295.631624,4666.424113,4975.714145,5017.494589,5521.386776,5698.058245,6004.380351,6325.476096,6591.162547,6849.441878,7119.197523,7602.163254,8253.592701,8807.780073,9301.722065,10261.06849,10897.19291,11162.96378,11090.72963,10725.51926,10876.46186,11017.0289,11568.37898,11980.56636,12123.42265,13097.36131,13102.13049,13776.44942,14030.76555,13402.57954,14021.42942
VEN,9590.388996,10628.40108,11270.66649,11316.80503,11046.35993,11479.6108,11429.76857,12122.77926,12057.26006,11278.60833,11735.6406,12178.78816,11069.40388,10228.58739,12211.18451,13664.46056,15235.89658,16769.17872,17740.06596,17038.39662,16742.20335,17527.74874,,,,,,,,,,
VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,1165.418742,1250.024106,1360.705079,1475.907729,1610.57247,1770.944455,1941.780829,2106.809039,2224.993548,2336.534601,2523.725508,2712.155584,2900.084242,3131.87653,3426.624757,3765.900155,4114.469612,4484.427754,4783.072979,5024.122071,5357.243036,5759.911338,6329.555554,6688.774305,7202.924215,7555.845811,8232.254094,8996.378103,9776.8195,10561.97128,10904.45215,11553.06992
VUT,1686.374741,1748.848087,1782.232516,1785.35073,1935.931853,1948.49079,1988.253551,2083.013662,2094.487885,2092.697396,2221.497572,2145.137389,2015.074352,2088.752896,2173.932665,2302.852043,2513.644543,2594.177504,2727.010028,2759.754665,2756.630361,2825.155406,2827.294497,2809.958397,2870.876903,2832.659016,2917.733303,3081.461777,3166.980897,3248.129217,3036.116767,3105.149681
WLD,5569.961677,5777.127784,5947.976724,6108.493258,6339.342463,6595.253135,6890.065043,7181.633661,7319.44158,7577.016796,8036.276037,8317.223896,8606.316318,8981.276868,9588.677063,10201.98069,11034.4664,11803.09147,12344.88424,12296.36339,12948.69247,13637.51105,14165.82615,14680.93102,15049.04732,15185.40526,15632.34581,16275.97747,17081.43786,17627.65986,17223.97552,18721.61335
WSM,2280.316719,2286.315553,2312.729981,2440.624055,2406.734619,2600.20757,2819.415934,2871.390382,2954.153355,3047.730333,3259.595278,3560.164671,3798.005508,4050.256666,4260.590159,4656.601856,4871.408229,4995.034668,5236.633624,5205.211192,5361.702348,5655.137334,5478.035889,5503.501544,5565.32956,5823.459624,6326.124061,6486.108339,6533.415934,6907.563708,6764.559991,6420.354457
XKX,,,,,,,,,,,,,,,,,,,6545.420726,6863.69132,7230.997719,7780.594464,8039.207976,8383.397311,8649.449499,9357.135136,10007.68923,10436.16885,11012.10966,11796.15331,11292.86265,12720.98357
YEM,2066.359511,2161.387825,2271.682332,2297.981613,2388.575291,2470.530068,2537.76299,2630.456825,2738.486209,2801.734275,2957.067963,3049.487731,3127.208899,3214.096446,3334.008069,3528.390136,3647.328071,3762.755487,3864.116927,3927.241241,4162.544887,3607.090566,3491.20461,3688.519409,,,,,,,,
ZAF,7065.270348,7053.782217,6886.247717,6963.371591,7171.325677,7389.869645,7699.136406,7896.000446,7897.155776,8079.263114,8488.86281,8796.410016,9147.724038,9486.546193,10061.59736,10790.33064,11599.10318,12390.08682,12857.98651,12565.29277,12913.54048,13393.76689,13215.70868,13606.9429,13602.10264,13701.94539,13748.46142,13860.27017,14207.43285,14288.58989,13359.48433,14420.17432
ZMB,1474.09245,1484.633685,1456.044324,1554.151167,1415.550409,1450.02366,1527.566086,1569.831079,1538.283409,1588.377544,1643.05084,1723.67902,1782.8178,1895.031951,2029.751326,2187.007721,2369.275634,2567.076,2743.861658,2932.3929,3179.220804,3323.937623,3422.619937,3578.847055,3539.43639,3430.400287,3404.67399,3485.02178,3605.676095,3616.903819,3457.328102,3623.854913
ZWE,1771.788573,1888.04118,1721.591128,1750.061859,1923.209711,1940.965561,2156.620307,2230.959328,2302.622564,2301.157318,2270.017301,2346.19815,2165.322628,1828.52486,1763.021151,1706.3998,1687.154196,1655.767655,1375.481106,1532.436098,1831.028032,2101.824051,2375.927006,2560.773267,2612.455954,2679.507615,2806.469032,2416.049969,2556.793484,2408.154197,2251.455674,2444.478237
