Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
FIN,18136.4023,17549.9485,17261.22676,17468.67388,18469.00205,19576.56812,20082.33823,21794.48665,23576.94603,24767.28067,26784.70647,27795.67493,28605.12232,29051.48643,31201.73494,32051.794,34455.10533,37838.34019,40083.69727,37972.27005,38956.47222,40916.83858,40873.09533,41493.14165,41757.40219,42497.70498,44934.44821,47570.13358,49580.6052,50321.53969,50937.16075,55006.64531
FJI,4196.238702,4181.852948,4482.759959,4621.630353,4892.07958,5054.687928,5332.679564,5249.434606,5327.715903,5833.376832,5830.07173,6058.893943,6339.839169,6523.042777,7037.747454,7275.958004,7581.614899,7643.494355,7785.161991,7651.520182,7914.968485,8263.045462,8839.515862,9536.326349,11346.94579,12412.35069,12631.9122,13429.30062,14176.90602,14261.83161,12158.24331,12059.77503
FRA,17642.07214,18328.01308,18951.04355,19194.93561,19992.61582,20766.70164,21352.88199,22243.73435,23359.44873,24307.50281,26090.63447,27490.05173,28523.88619,28172.69565,29060.45099,30498.57688,32468.54158,34121.34388,35095.26568,34678.06232,35902.90311,37440.63347,37679.11891,39523.85515,40144.02683,40849.99738,42924.61363,44577.06457,46576.60185,49072.36383,46991.18203,50728.66743
FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,1768.809262,1915.22349,1984.993096,2144.274605,2134.617871,2299.609561,2250.949189,2147.771615,2239.369224,2311.474749,2486.506586,2603.334302,2661.922079,2760.356056,2754.312339,2912.040926,3021.122964,3072.97653,3082.841148,3154.121254,3265.891976,3422.355846,3386.653432,3274.777528,3212.924628,3350.09329,3372.959829,3489.707594,3543.161172,3611.363949,3552.596037,3544.224643
GAB,12381.90768,13217.08491,12750.51852,13209.55787,13628.81654,14233.77877,14642.04185,15357.51095,15675.89968,14126.71274,13836.61163,14109.87292,13957.8862,14204.42283,14319.1741,14762.54942,14381.46101,15206.47366,14531.70389,14173.60813,14838.64348,15638.74717,15356.23542,15114.37751,15370.96799,14699.53605,14286.1897,15006.84404,15095.9268,15576.64316,15105.13431,15597.52108
GBR,17084.5988,17413.59266,17833.57381,18666.0429,19747.53029,20617.43284,21968.92882,23049.61272,23683.5147,24463.49633,26472.19371,27807.16932,29062.12387,30355.28338,32058.41549,32747.35401,34845.59177,35695.29849,36863.58476,35212.42048,36576.58654,37379.29097,38514.02617,40218.74726,41580.60249,42912.87509,44635.29956,46372.3866,47573.48802,49041.46355,46526.91187,49675.30467
GEO,5724.600611,4636.720995,2592.89542,1862.26182,1730.656322,1882.306285,2210.232077,2565.84449,2742.305824,2920.209842,3100.988403,3375.179089,3647.998924,4159.376204,4546.583845,5171.57736,5866.588877,6818.50985,7139.012454,6984.247646,7564.892257,8360.297207,9826.052753,10611.77412,11575.54721,12089.16941,12858.4834,13589.70739,14593.92448,15621.87366,14731.20059,16997.14894
GHA,1236.000493,1306.889618,1348.966556,1407.157926,1443.854151,1493.945736,1550.450795,1602.402211,1655.182825,1709.959934,1769.523784,1836.230875,1901.656741,1990.482515,2105.408226,2242.377079,2397.476037,2503.859081,2714.463643,2792.265433,2974.159419,3379.484599,3781.865529,5294.820028,5568.235957,5206.028871,4992.730339,5115.90675,5442.2359,5773.860982,5749.655385,6178.285065
GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,881.9161227,909.4185664,934.6664448,978.6883245,1012.274649,1053.08636,1091.073104,1137.186465,1161.764634,1193.594002,1222.949873,1269.092215,1328.758282,1345.723397,1386.833302,1443.459601,1473.69543,1580.911535,1639.812834,1594.839376,1653.90072,1743.949109,1795.447808,1811.332518,1804.543283,1819.362343,2078.641003,2417.803795,2559.425545,2674.633599,2754.418384,2878.593051
GMB,1555.34038,1595.97552,1630.335501,1665.146997,1651.402756,1649.11769,1664.281272,1722.044182,1747.637839,1828.115691,1911.601351,2003.626537,1906.764108,2012.53499,2143.366642,2092.563707,2080.852217,2137.126391,2246.638821,2341.090542,2435.154092,2215.757104,2199.77775,2121.489633,2027.036356,2066.859359,2068.747801,2072.646833,2209.634266,2320.305837,2276.650708,2433.898396
GNB,1011.548448,1074.566973,1086.282475,1110.282595,1145.121214,1195.347559,1331.547814,1414.949927,1009.311571,1014.037854,1071.291262,1095.869226,1077.959245,1080.63659,1114.073746,1170.022022,1204.730404,1246.91911,1279.466747,1297.874784,1339.12783,1439.283435,1355.313564,1364.38361,1378.23754,1597.204254,1746.752746,1925.237737,1947.369095,2021.136428,1948.643401,2057.100002
GNQ,653.2118151,647.3110567,863.3271746,948.7043633,1091.634506,1262.840665,2062.939585,5044.134597,6064.501085,7419.181322,8607.943832,13800.36883,16063.59565,17897.76018,24290.59083,27976.9688,29677.80508,33547.37754,38444.58193,37438.50547,32969.47844,34279.977,37570.6354,34766.04388,33696.21649,24042.35307,20458.7786,22550.95816,20873.03796,19385.41369,18157.51367,18127.18648
GRC,13304.47475,14011.60828,14321.40783,14341.68239,14866.27328,15424.47209,16145.44791,17155.93519,18033.79597,18464.73208,19516.19722,20954.78185,22615.93561,23896.6057,25460.45274,25577.52411,28549.15174,29320.26482,30856.01184,30359.14946,27913.08919,25671.51609,24911.11963,25986.65032,26625.06181,26760.3633,27511.80102,28604.86094,29617.54834,30356.2664,27948.64973,31295.14533
GRD,4724.04543,4944.590365,4978.154643,4941.755159,5075.360177,5242.473348,5535.816188,5880.875194,6616.34994,7144.011968,7632.567648,7616.573827,7970.748559,8865.900276,9015.221967,10500.93495,10364.72813,11270.35604,11565.2263,10835.70344,10864.67188,11116.74789,11163.81531,11887.35788,13042.05562,14151.90107,15025.68384,16217.49985,17239.74567,17579.4611,15273.54036,16680.41507
GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,3319.968844,3463.392875,3617.505427,3751.760102,3888.385488,4065.417101,4161.110666,4314.641397,4474.145231,4601.413727,4758.248081,4860.75067,5009.586478,5126.233469,5314.815602,5544.676707,5900.851227,6318.320288,6524.609737,6474.796935,6618.916031,6910.876502,7204.732938,7446.588009,7758.49317,8194.440681,8221.746427,8322.21681,8664.33432,9018.51752,8852.947743,9769.238227
GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,3051.217348,3340.229531,3661.13083,4024.497571,4433.205392,4738.897697,5212.975247,5651.615011,5650.548974,5932.08226,6007.445173,6295.563921,6469.719134,6552.589331,6828.225143,6901.075641,7477.141445,8229.877698,8518.571026,8894.757407,9320.414029,9987.421428,10479.77808,11023.22968,10951.79324,11198.30115,11296.76997,12005.4051,12775.6714,13634.30959,19702.97442,24493.71407
HIC,18098.47884,18897.36573,19655.66952,20242.45118,21205.33032,22110.55719,23099.31335,24121.42339,24929.08744,25932.80619,27570.84821,28491.99055,29423.13694,30448.44651,32170.60288,33744.82035,35967.5789,37778.93286,38804.40794,37761.00499,39198.29807,40837.08336,41967.11114,43337.52012,44458.8968,45207.75779,46529.25777,48428.18012,50451.20972,51771.86332,50452.4219,54602.90128
HKG,18250.1072,19778.39184,21310.67986,22774.05135,24115.1306,24711.0659,25096.11472,26608.36046,25114.41789,25858.62077,28221.12262,28805.71664,29607.87733,31176.47674,34528.21404,38075.24277,41741.44699,45250.2761,46818.55887,45861.05169,49190.61995,52277.46644,52234.59232,53691.83748,54781.64716,56408.93627,57225.09,59842.213,62513.95527,62103.41335,58980.01105,65972.55833
HND,2049.873619,1991.271416,2100.17703,2226.05816,2214.952155,2334.044757,2352.910185,2432.772997,2476.905509,2424.448933,2588.38762,2647.343517,2718.14394,2825.623447,3007.549764,3211.910536,3447.432132,3675.816668,3820.478145,3673.306926,3778.876126,3928.268538,4032.580856,4142.238456,4452.587991,4823.395396,5147.245133,5561.994542,5816.067372,5978.274828,5419.792164,6252.569135
HPC,1078.996015,1093.784675,1081.87914,1087.27629,1079.023114,1125.379045,1173.352977,1230.240065,1253.500476,1277.446451,1309.258208,1355.353479,1382.357284,1427.282867,1505.152098,1595.126335,1694.249819,1787.086746,1870.906921,1899.338013,1983.810641,2050.49728,2038.338225,2173.924766,2314.559145,2361.404089,2452.982566,2531.424458,2627.457417,2714.544572,2680.075602,2845.243175
HRV,,,,,,8075.77969,8827.541242,9558.53881,9910.372888,9960.338531,10683.60352,11655.64408,12769.77529,13682.12212,14675.26145,15436.64441,17595.75721,19493.23508,20921.54056,20149.50957,19967.21373,21014.7388,21397.48678,22081.09779,22325.07659,23301.27286,25210.98297,27154.08469,28877.23828,30543.93375,28780.31674,33800.55148
HTI,2144.620401,2214.569001,2103.484286,1997.9566,1763.280137,1942.113692,2022.274884,2075.058374,2106.437801,2155.936162,2185.932792,2189.999127,2210.210982,2294.033636,2286.807503,2391.79376,2469.063267,2613.039912,2691.082445,2823.525405,2654.978507,2805.727295,2762.440275,2952.303877,2965.479033,2898.624661,3084.033834,3153.299389,3240.924375,3203.037737,3094.941621,3127.415571
HUN,,8320.833632,8252.911224,8409.444993,8854.265662,9187.364597,9349.707499,9824.840805,10398.10217,10873.24786,11853.17852,13207.92217,14526.38826,15481.32011,16272.00583,17112.20217,18389.41028,19099.85171,20727.88997,20729.78393,21751.83384,23038.80802,23275.23186,24556.71535,25699.7505,26806.59525,27947.63769,29501.12042,31913.07466,33514.94179,33274.34766,36752.51543
IBD,2939.599716,3049.44463,3137.453293,3259.13487,3387.535294,3560.108448,3772.868967,3976.736179,4010.563045,4171.363191,4466.367858,4686.300607,4919.232515,5254.829064,5758.955819,6305.631009,7039.472363,7786.921427,8402.352566,8641.873863,9327.609196,10044.97202,10648.70084,11138.34864,11459.63007,11549.76538,11973.73195,12590.48089,13411.53826,14018.36683,13814.65935,15261.03664
IBT,2629.772731,2722.253026,2794.340417,2890.173427,2990.136939,3132.894399,3309.957437,3476.22226,3504.46481,3633.977741,3874.345783,4056.692762,4248.427204,4522.404071,4937.581136,5385.764511,5978.614307,6578.754707,7065.497709,7254.59034,7794.078643,8352.422453,8810.313536,9204.593263,9471.862483,9539.151078,9875.347394,10341.69135,10977.01596,11439.80137,11250.01449,12350.88205
IDA,1343.018437,1378.180162,1401.25899,1409.280983,1413.645743,1458.405113,1517.144811,1560.450056,1590.720661,1625.804094,1688.77026,1762.184499,1835.414334,1921.527698,2058.410644,2202.988926,2355.310999,2506.443297,2618.456826,2700.236883,2825.881088,2938.217692,2999.642446,3164.200306,3338.910463,3414.08023,3565.704694,3667.308564,3850.2139,3999.338097,3960.34016,4207.124716
IDB,2101.759715,2164.343036,2229.842209,2221.883233,2237.870537,2283.431375,2369.5721,2394.119575,2425.40594,2459.235296,2549.98624,2654.324329,2797.175882,2935.805391,3169.186298,3388.49623,3612.394187,3827.716692,3953.120631,4092.009577,4253.167412,4423.13453,4500.640738,4675.857888,4889.509047,4960.687928,4945.430372,5010.740875,5226.349504,5348.039853,5225.875159,5600.503798
IDN,3082.615341,3344.205012,3581.580689,3841.008816,4152.116815,4517.36645,4886.107515,5128.913336,4442.329138,4477.657379,4738.554777,4953.613592,5186.301459,5467.231552,5817.83337,6257.657476,6715.707869,7238.369541,7718.025586,8019.730683,8506.680565,9095.741723,9713.900487,10067.46574,10278.17731,10247.20634,10494.4738,10935.63172,11643.39732,12310.62737,12072.43996,12904.33506
IDX,961.4847958,982.6157549,983.5577969,1000.717333,999.4005364,1044.573058,1089.597539,1142.97937,1172.687095,1208.684486,1257.869702,1316.318114,1354.534697,1414.955576,1503.925206,1611.592928,1728.39808,1847.44405,1952.775074,2005.213892,2111.68737,2193.528465,2245.743316,2403.978044,2558.797148,2635.810777,2876.767901,2998.395868,3165.973207,3331.420313,3336.298689,3518.219239
IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,1200.345535,1228.732816,1299.343091,1366.14525,1459.590636,1572.602918,1689.960681,1755.599695,1850.791799,2006.342697,2093.26599,2205.225041,2285.83901,2472.993673,2696.659224,2954.546053,3240.736555,3529.62081,3654.427508,3911.434281,4237.208788,4493.669466,4861.156152,5057.233414,5233.882343,5464.859178,5839.864817,6182.922109,6669.622784,6971.687276,6525.428052,7333.505612
INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,13735.72592,14391.26836,15107.92203,15803.28192,17002.63358,18934.28128,20475.46148,22636.27018,25092.51361,27041.34742,30205.65723,32567.28217,35222.02872,36283.12084,38733.34969,40466.23435,44232.37305,46773.4866,44169.09434,41471.07998,43203.12008,45080.1887,46361.46369,47830.63089,51098.26668,69028.77272,71498.60101,77749.20196,84555.6348,87379.69297,93350.08753,106455.753
IRN,7514.984105,8557.739728,8872.020855,8807.36375,8716.161256,8986.229739,9598.743817,9764.242837,9947.878706,10158.45298,10858.044,11227.00058,12170.06762,13316.53508,14095.60746,14826.935,15868.37823,17433.23649,17618.50252,17712.53848,18749.33704,19415.61396,17153.0675,16351.70173,16210.91989,14409.57835,15351.44942,15883.39425,15677.4298,15532.51636,15791.15951,
IRQ,,2675.389638,3527.002883,4567.170056,4699.641679,4751.572963,5208.020388,6226.299264,8232.03262,9519.761937,11045.90313,11156.33896,10099.37219,6342.118087,9734.703574,9977.128043,10657.53857,10966.90886,11894.71008,12124.5765,12718.4112,13515.54593,15163.35014,15535.34598,13888.07638,9763.90409,9428.606621,10526.37091,10808.20883,11349.40215,9954.345263,10408.94388
ISL,,,,,,23941.93235,24768.91258,26873.0548,28721.11415,29557.54183,29779.0932,31876.02706,32607.10588,32699.24172,35616.20067,37322.73993,39700.32936,41463.42554,43728.11406,41864.18826,39775.29708,40936.86783,42004.44761,44409.66895,45996.96875,49201.0641,53480.39719,55638.49206,57211.30031,58290.09683,53616.68471,57646.40989
ISR,,,,,,19758.85952,20782.16962,21427.97988,22068.29935,22595.50341,24951.21757,24944.63173,25230.01157,23845.31292,25238.88078,24853.77787,25700.93836,27513.14313,27510.03985,27461.86198,28840.04535,30636.35238,31846.35583,34324.37815,34366.18102,35469.9502,37843.19463,39121.29583,39906.12468,40004.03051,39489.28078,43721.62304
ITA,18627.64397,19540.32457,20138.67054,20427.7275,21308.40224,22382.89796,23052.61895,23875.83851,25021.06529,25602.38947,27072.42136,28033.73587,28736.57711,29196.9279,29554.68909,30130.64446,32453.58371,34141.20077,35523.27131,34602.89696,35158.44184,36598.01497,36486.29679,36314.6971,36194.87392,36899.38521,39926.95466,41581.12079,43036.24378,44376.1625,41987.81596,45935.99655
JAM,4760.690668,5118.713566,5290.640247,5869.94435,6018.978125,6228.376698,6273.485874,6247.156465,6110.955167,6205.380838,6348.625916,6529.752041,6718.413921,7058.688126,7302.131459,7556.87631,7973.945699,8265.25766,8314.432829,7964.127404,7901.065514,8159.876165,8187.193674,8442.983667,8545.102837,8792.056957,9194.156739,9600.104746,9967.429208,10189.6402,9240.821869,10025.90479
JOR,4384.094014,4366.936426,4828.526834,4889.550808,4994.05578,5204.328251,5245.60552,5381.071779,5497.33892,5663.220083,5930.466358,6267.618483,6606.594635,6866.880054,7454.735129,8047.483948,8629.070083,9182.654584,9574.623929,9625.63906,9461.328429,9402.616204,9189.189214,9322.302454,9181.046372,9464.682242,9445.916863,10003.57498,10252.61882,10496.43835,10354.16403,10952.01061
JPN,19972.89275,21270.26613,21858.2073,22188.38534,22823.44171,23859.06605,25000.53392,25620.0681,25509.8996,25735.97109,27287.27019,27942.34665,28623.58845,29392.24899,30830.65845,32169.86749,33634.63171,35015.98657,35273.79115,33547.28342,35335.37351,36214.43977,37605.97426,39402.0251,39555.41201,40898.80697,40596.96866,41444.21574,42116.47435,42282.55089,42100.25769,42940.40525
KAZ,8261.674223,7553.627384,7321.916901,6830.161599,6185.742922,5918.374353,6149.413066,6462.952863,6523.298279,6859.037588,7725.002523,8980.674385,10014.05069,11123.89013,12432.36623,13941.50088,15742.06403,17406.16112,17985.38574,17958.31266,19227.1844,20779.44425,22032.17454,24504.76609,24726.47287,23224.11784,23818.82483,24862.96612,26154.60194,27463.97155,26750.44623,28599.98588
KEN,1668.481957,1692.837244,1663.02215,1655.497917,1682.93335,1741.099311,1793.464826,1781.570528,1809.544351,1826.141846,1827.826408,1887.45373,1875.77804,1916.258236,2012.624836,2138.943301,2283.795162,2437.766544,2422.324375,2450.133442,2607.43031,2723.546449,2830.694373,3097.630627,3357.641641,3683.041911,3930.893858,4203.585011,4443.452322,4647.409761,4587.18632,5023.511272
KGZ,2543.528925,2381.392659,2074.544389,1794.888824,1465.531849,1401.051231,1505.332932,1658.752561,1686.936746,1747.092619,1861.621661,1985.930219,1998.107104,2158.041983,2343.15794,2385.338014,2508.128874,2769.433362,3030.752903,3100.556976,3085.990191,3297.366837,3618.149726,4042.893053,4281.824074,4214.829509,4681.174733,5046.691535,5255.783473,5480.293907,4985.029555,5287.79067
KHM,,,,1128.820215,726.3178062,789.1178832,825.6382952,849.1207698,875.4837583,976.5503634,1074.188351,1163.935071,1236.684802,1345.108021,1499.511931,1724.152771,1938.942114,2162.262704,2316.671001,2298.808614,2427.510581,2611.306349,2868.737515,3045.590961,3185.336272,3388.737638,3675.03862,3928.373934,4258.705237,4574.028452,4423.474631,4683.004749
KIR,1253.381835,1272.94475,1294.490966,1320.031483,1354.345754,1364.098728,1391.349813,1415.891021,1500.088866,1472.352552,1572.598229,1557.821728,1614.488552,1650.423156,1636.571095,1736.526856,1750.878105,1793.162525,1748.947055,1736.175031,1703.565061,1739.113118,1834.198031,1916.450132,1904.405466,2083.873812,2064.874291,2069.054185,2197.699484,2191.529089,2171.867943,
KNA,9021.054704,9124.797764,9657.020345,10442.87283,11102.62019,11815.32373,12616.21348,13586.3859,13556.0282,14060.56479,15657.70878,16655.48239,16931.55156,16375.93874,17270.85029,19325.39363,20340.48109,20823.83964,23395.35932,22552.57076,22641.63325,23280.99167,22182.3807,23092.6273,24929.91331,24834.99303,25894.88178,26980.32456,28144.99274,29799.65241,25639.2396,26256.29549
KOR,8355.332774,9474.642596,10184.85566,11030.71195,12187.25497,13502.58274,14694.09624,15721.70566,14974.65957,16807.12948,18538.83553,19724.42595,21396.83775,22095.87083,23773.82865,25186.86757,26884.26733,29064.91808,29946.07749,29508.38151,31736.62844,32546.75365,33557.12872,34244.31214,35324.49767,37902.4004,39575.45428,40957.41806,43044.29176,42998.38824,45225.84454,46918.47482
KWT,,,,,,59865.10451,60540.28691,60030.06939,58775.15942,54922.24651,56115.46565,55912.34642,57572.4258,68095.55364,75722.19856,83729.98716,88754.78125,91584.94601,90182.42631,79404.40647,73974.0789,78178.22037,82680.40594,78058.38006,70082.46284,47230.66013,44685.49743,50855.55291,52290.9059,52054.71258,47303.12985,
LAC,6084.3166,6365.548513,6548.079928,6744.689828,7145.871582,7229.99933,7518.193485,7907.401463,8057.358661,8080.381914,8442.74677,8539.125254,8628.084751,8905.305707,9510.609196,10081.73736,10863.29638,11617.15883,12242.43924,12056.87059,12871.38474,13712.47658,13970.06998,14436.47219,14741.97703,14508.78705,14717.44632,15311.131,15739.92384,15915.29055,15028.11761,16479.87485
LAO,1024.63097,1074.328133,1128.688459,1192.078033,1284.647484,1371.758736,1462.066129,1558.289823,1608.323021,1719.820783,1829.887385,1947.314891,2062.814424,2197.782549,2363.989939,2570.787131,2832.049686,3077.497041,3325.080302,3537.758568,3823.044351,4150.826134,4841.645315,5289.478007,5873.749297,6168.481302,6843.559583,7257.812107,7774.222998,8219.505763,8238.494568,8674.033695
LBN,3835.059959,5684.559609,6429.977537,6909.205529,7276.277806,7627.731372,8447.025717,8569.974894,8898.769643,8846.808021,8941.945778,9141.856698,9163.151852,9192.373024,9670.744897,9959.864031,10292.65687,11536.63842,12831.246,14092.02272,14963.37506,14669.41582,14813.13213,14967.44766,15017.34706,15064.73931,15462.34275,15953.67042,15933.40097,15105.05921,11376.79398,10691.21532
LBR,,,,,,,,,,,992.2749527,1006.971224,1036.310235,725.6465455,750.3573179,793.8807172,854.6997574,924.6431039,968.8695644,986.7599355,1022.168501,1093.54032,1204.516556,1387.421641,1417.829286,1312.462766,1429.792082,1564.197682,1580.854668,1531.794745,1468.245239,1552.807212
LBY,,,,,,,,,,19549.65781,20411.01908,20181.44151,19977.03309,22656.43939,23921.19777,27178.98729,29391.54977,31594.61815,31702.93128,30128.02747,31693.88645,15938.68238,27448.54426,22856.28427,19945.17594,21382.46193,21164.4097,23467.97844,25556.8544,22764.47805,17286.36814,23356.60496
LCA,6817.11389,6973.980171,7604.757679,7740.648384,7939.423161,8147.040009,8425.885686,8394.210669,8898.335198,9147.25974,9254.619435,9056.997927,9166.458564,9676.907104,10573.77807,10755.13097,11633.60557,11985.89154,12641.87758,12204.20015,12414.23824,13256.92641,13079.77252,13489.69609,13760.25078,13551.34523,14292.08159,14928.39607,15651.47003,15842.41865,12708.79451,14051.364
LCN,6195.481679,6517.727396,6745.402143,6949.813106,7322.441171,7450.743537,7738.734907,8156.099946,8312.802374,8311.300614,8685.579931,8820.634966,8862.290061,9098.071597,9788.964886,10410.3478,11291.11289,12092.75462,12702.80645,12485.98969,13267.93356,14139.99306,14429.58714,14914.05717,15234.91826,15029.69175,15291.34522,15928.79254,16406.12968,16600.60912,15685.23579,17262.19334
LDC,920.8012415,946.0712525,950.4607341,953.0048427,956.0606013,1006.806357,1056.333248,1107.238721,1136.080367,1171.807387,1221.128589,1284.110682,1334.370421,1397.919257,1491.837871,1615.06048,1741.446256,1877.932552,1992.83026,2045.456666,2151.305109,2227.977796,2282.364306,2397.861284,2548.295047,2601.234162,2846.655458,2965.095985,3113.849948,3263.89536,3263.075364,3410.502307
LIC,794.0100794,808.6636961,802.4419558,814.1473231,812.993764,846.9944491,885.6466068,936.9354109,953.2069464,973.9831476,1002.914779,1051.347545,1079.850351,1123.843908,1189.148781,1271.384978,1352.712429,1438.966175,1508.040854,1534.552054,1619.950425,1635.396524,1559.811243,1629.759992,1750.259724,1806.778885,1910.170362,1963.397146,2033.948414,2103.576475,2087.656121,2197.525992
LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,2304.231011,2461.898802,2598.990674,2814.347914,3006.953924,3212.505081,3372.640961,3630.079571,3824.01526,4023.285737,4334.752235,4332.964631,4538.781116,4862.087815,5220.163181,5673.714252,6249.008185,6803.645666,7294.540702,7548.39607,8195.167526,9007.734199,10315.18025,10852.06404,11256.85605,11557.48705,12224.21577,12584.10479,13167.5553,13631.5552,13226.73006,14127.21128
LMC,2073.607541,2151.246446,2217.72571,2253.844046,2308.778888,2420.924118,2561.878005,2647.075792,2661.292524,2769.585883,2908.50245,3044.692956,3184.117768,3398.348465,3659.276529,3941.260146,4259.081056,4604.010288,4803.971993,4976.408715,5285.240187,5565.679877,5856.619789,6072.375981,6235.592921,6327.217265,6629.469833,6918.594727,7336.869831,7650.778276,7381.261508,8032.525675
LMY,2527.586654,2620.614849,2687.563825,2779.339637,2875.318672,3009.074178,3180.781108,3339.894881,3363.65991,3495.840822,3731.356704,3907.708718,4099.794087,4375.923217,4772.521101,5212.315724,5780.599874,6359.449961,6829.068722,7023.697118,7556.30835,8099.224443,8549.45514,8936.212237,9196.335279,9253.423374,9570.318482,10015.16262,10632.36635,11079.9609,10894.57349,11959.08368
LSO,811.5635521,877.4877764,938.5083796,972.6703448,1030.738699,1065.643866,1124.745392,1166.161811,1179.754862,1188.857982,1254.788921,1326.841497,1361.223705,1459.635575,1533.607176,1644.587722,1772.536601,1899.548758,2042.676513,2026.893531,2153.391027,2290.128695,2308.929035,2563.068351,2804.178667,3077.397834,2990.283703,2668.291425,2677.123334,2768.216136,2569.337741,2682.235528
LTE,2874.14339,2968.574821,3032.793253,3211.395492,3398.751459,3628.995158,3850.733472,4084.762752,4195.730929,4405.034363,4787.55171,5111.64867,5484.48779,5964.168698,6582.585791,7290.080334,8300.259521,9336.129294,10277.43774,10664.55627,11598.47847,12665.53615,13505.13735,14234.814,14716.99202,14735.73083,15196.2068,16029.55014,17265.2065,18276.29653,18415.06282,20422.06729
LTU,,,,,,5927.330178,6383.803059,7069.562324,7762.537908,7820.717972,8445.899213,9436.054109,10480.72101,12067.67411,13030.36041,14510.53009,16483.85036,19094.64096,20721.0132,18116.73026,20096.7361,22884.82495,24703.68582,26721.57967,28184.47233,28834.42768,30925.17085,33761.87124,36376.18982,38540.78145,38880.54527,42665.32293
LUX,29933.35012,33173.22851,34090.76104,35879.91174,37531.67324,38325.31545,39710.39389,42485.59356,44267.45227,49844.67696,55117.25648,56125.22945,58575.67927,60196.54351,64692.59707,68787.85475,78878.45775,85109.87945,90970.7212,86875.85377,90361.78309,94475.03023,96636.42664,100925.012,105296.2846,107859.686,113365.1761,114985.8422,116965.5861,117341.9151,117846.1365,134753.7977
LVA,,,,,,5514.665963,5807.340589,6487.466004,7068.195072,7405.847975,8039.506366,9044.546392,10081.19186,11060.94272,12278.58484,13913.7883,15859.31539,18236.60921,19573.15539,17023.75492,17706.89451,19248.4194,21290.45959,22639.06834,23815.80006,24972.78609,26721.7262,28673.5634,30877.04193,31883.25911,31424.90221,34468.60211
MAC,27217.93127,28359.12788,32075.21572,33802.64474,35267.60862,36449.96257,36223.36566,36014.81909,34053.92675,33012.78101,34917.72814,35883.71171,38727.56981,43002.15103,54558.88743,59395.28357,67888.30046,78123.78318,80608.26069,80415.36524,99592.05217,120804.8242,134012.0148,153563.911,152856.3411,116298.7296,114893.0153,126144.1041,135535.9625,132644.0343,60890.54906,73802.23388
MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,2546.273682,2771.385742,2726.053711,2722.630615,3025.091309,2876.743408,3244.517822,3204.925781,3430.785645,3472.906006,3575.283203,3876.140625,4011.096436,4282.941895,4554.850098,4795.599121,5256.104004,5523.613281,5892.290527,6105.844238,6332.819824,6712.323242,6702.418457,6916.013184,6609.608887,7024.962891,7113.004395,7312.056641,7624.844238,7865.262207,7368.891602,8143.525391
MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,,,,,,3182.804057,3056.714808,3172.351126,2999.390521,2943.826987,3080.231768,3349.236595,3675.248805,4006.402742,4429.330258,4922.807008,5333.092185,5654.624712,6224.434917,5895.908685,6396.790409,6913.602264,7363.16231,8381.671813,8827.054129,9254.848633,10610.47782,11651.31745,12658.50376,13576.29474,12941.89278,15637.24037
MDG,1211.643696,1139.803142,1145.166278,1161.599521,1150.411566,1158.015297,1167.597398,1193.388419,1215.058203,1250.093715,1294.375384,1360.06369,1173.488901,1274.658758,1337.145116,1402.61231,1480.074777,1561.13259,1650.077097,1550.188057,1535.059379,1548.327416,1530.93409,1535.488435,1555.82248,1546.83722,1606.667405,1584.424519,1630.088139,1686.842064,1543.952938,1635.418012
MDV,,,,,,6171.568862,6646.792871,7199.834747,7692.173489,8128.577969,8450.939319,8100.133461,8588.05484,9682.09898,10251.16043,8944.894245,11348.6264,12266.6234,13357.90408,12120.80754,12713.73676,13542.99867,13690.7352,14774.18564,15993.05869,16768.73418,17411.34725,18057.91092,19242.83173,20333.92415,13442.38615,18232.24473
MEA,7729.672272,8473.647723,8903.396551,9056.713132,9210.364649,9381.78586,9824.12397,10135.90226,10536.613,10700.58649,11464.97821,11688.17726,11856.40651,12413.11594,13510.75121,14289.15034,15209.39128,16083.96289,16737.63399,16594.48648,17266.18731,17904.39448,18421.26836,18278.6781,17965.08977,16220.44713,15996.95781,16627.53509,17039.79802,17255.49329,16587.09702,17695.20859
MEX,8084.500741,8562.721172,8938.994161,8558.54818,9017.451253,8485.506974,9079.176895,9715.402428,10176.63542,10448.82437,11089.48999,11136.02191,11187.47696,11488.29563,12090.99121,12657.63767,13812.9014,14297.22139,14924.82161,14547.64458,15255.01905,16520.25922,17162.92737,17373.89746,18056.78981,18301.50047,19323.66587,19721.26098,20096.15665,19862.5632,18670.8104,20036.45539
